County,State,actual_risk,predicted_risk,prediction_error,unemployment_rate,median_household_income,per_capita_income,pct_no_health_insurance_places,pct_high_blood_pressure,pct_on_bp_medication,pct_coronary_heart_disease,pct_annual_checkup,pct_cholesterol_screening,pct_current_smoking,pct_diabetes,pct_high_cholesterol,pct_low_physical_activity,pct_obesity,pct_stroke,pct_with_insurance,pct_without_insurance,pct_with_public_insurance,primary_care_physicians_per_1k,nurse_practitioners_per_1k,physician_assistants_per_1k,hospital_beds_per_1k,critical_access_hospitals_per_1k,hospitals_diabetes_prevention_per_1k,hospitals_nutrition_programs_per_1k,hospitals_community_health_education_per_1k,risk_rank,risk_percentile,shap_unemployment_rate,shap_median_household_income,shap_per_capita_income,shap_pct_no_health_insurance_places,shap_pct_high_blood_pressure,shap_pct_on_bp_medication,shap_pct_coronary_heart_disease,shap_pct_annual_checkup,shap_pct_cholesterol_screening,shap_pct_current_smoking,shap_pct_diabetes,shap_pct_high_cholesterol,shap_pct_low_physical_activity,shap_pct_obesity,shap_pct_stroke,shap_pct_with_insurance,shap_pct_without_insurance,shap_pct_with_public_insurance,shap_primary_care_physicians_per_1k,shap_nurse_practitioners_per_1k,shap_physician_assistants_per_1k,shap_hospital_beds_per_1k,shap_critical_access_hospitals_per_1k,shap_hospitals_diabetes_prevention_per_1k,shap_hospitals_nutrition_programs_per_1k,shap_hospitals_community_health_education_per_1k
Unicoi,Tennessee,1.914845685965308,1.794286135459564,0.12055955050574396,5.2,50381.0,29087.0,11.6,42.8,62.2,7.3,76.6,86.0,26.6,12.6,33.6,33.3,36.8,3.8,89.37823834196891,8.875872944356837,46.81797702185177,64.35332737094866,121.82633497240462,48.6547864380439,214.13645303082413,0.2396450957710038,0.2071420609247176,0.0,0.3546631016541321,291,9.5,0.026174753598266466,0.03046054856249399,0.017861694550461955,0.006368914157839208,0.05334739937264557,-0.014436075160124597,0.001982121672387317,-0.004834593711983985,-0.003485107472832067,0.07702049982997818,-0.004041399384334629,-0.005349821464891537,0.012262488006656585,-0.009201271204442486,-0.005474919397615962,0.004301484290641913,-0.001707869614909078,0.20139390936334067,-0.00041057705145984894,0.010293388696262402,0.07452912796268614,0.00725700749269827,0.04803433933385262,0.008999453413927092,-0.016102107387548574,0.010554400315008698
Benton,Mississippi,2.420005377789729,2.192859900598666,0.22714547719106282,2.7,42139.0,23870.0,9.4,46.6,65.6,9.3,78.2,84.3,18.4,13.8,38.5,31.3,43.6,5.4,87.36219413820919,13.417585372411938,48.440440978757735,113.90330433230514,305.08086129083307,42.45390337553913,714.3484100504925,0.4042063080069523,0.4747392092602848,0.3662795485131077,0.9346414898892887,51,1.7,0.014061957993477574,0.029034747457717044,0.03047026567992848,0.022456513342015996,0.08204690685838614,0.006505905394199079,0.022953964446819318,-0.0005394656771255837,-0.008999972752483851,0.07215028522507197,0.01276037502930924,0.028234602403285652,0.010643462790828602,0.06613705020822364,0.021953428386200652,0.007415555865758792,0.020386981600455135,0.21815751136084321,0.02544064719216859,-0.004308034704454338,0.05520246040193933,-0.014403618916620169,0.05568405166562232,0.0019006851718790267,0.12198171951338437,0.02704356797127604
Surry,North Carolina,2.0430438554756374,1.4708180894102392,0.5722257660653982,5.0,56095.0,31947.0,10.9,38.7,80.6,7.1,77.1,85.5,18.7,14.2,32.5,27.8,35.5,5.0,86.97349640368309,11.730710027707032,41.269485880607874,15.947220749656452,28.136017745512184,19.73153469677005,61.83353167723195,0.0327169304855001,0.1137707741825509,0.0108203490044389,0.1689805575362661,1100,35.8,0.025869179584986718,0.023829994226101877,0.009908710804069265,-0.001179513784660531,0.013640173326546177,0.008927973425547788,-0.001043710224018737,-0.005155882416499058,-0.0024232161987004794,0.024971569870875836,0.0031337371679351204,-0.005521190450655176,-0.000542505325607443,-0.020346967964176753,0.01125106497098412,0.0016133780800901573,0.001742324597406321,0.06662467914738379,-0.00022897586320479594,-0.0006759532993620307,0.005395080356605426,0.006561268500543119,0.03761708299751558,0.0031936669708357277,-0.011820506935884042,0.006988281155021001
Martin,North Carolina,2.7509675012822306,1.7853673091194944,0.9656001921627362,7.0,46793.0,27007.0,9.3,36.7,64.0,7.0,81.0,88.1,19.7,18.2,39.3,31.5,38.5,4.6,93.10859327644891,7.735347601063086,49.54539096377116,22.297436155101813,37.21886933443486,23.17328598247497,133.38446488780357,0.1107230296472104,0.1357329375648673,0.0,0.3234471253300167,304,9.9,0.018150781066228545,0.026196044417860935,0.03692821927356816,0.01017411334609277,0.007197063157719301,0.0026842972056189034,0.00018308659270298186,-0.002498317038784021,-0.011618831054024448,0.044422951056397784,0.012706724837039218,0.02134879600455983,0.01494111557743054,0.01113020236744092,0.005744809768268331,0.012929795240771352,-0.0013631506910119768,0.21038553521584255,0.0009118761213867786,-0.0017302243698148298,0.037135487587101376,0.0038603652849381227,0.05318429859964676,0.006823674208661846,-0.009922665537692223,0.006972914190984914
Kossuth,Iowa,0.0,1.5005196141546697,1.5005196141546697,2.1,65656.0,37180.0,5.2,27.1,58.9,9.0,74.8,79.7,16.7,13.1,37.6,28.8,36.4,4.4,95.85301472631286,3.869130313976105,41.782439566546266,13.056413309339373,23.43906677554265,9.513601643291883,50.39006399536629,0.757488105441149,0.791759000382457,0.0,0.9871230360029212,1010,32.8,0.003679608249755152,0.009256311418449915,0.04260222455569387,0.00590263801055329,-0.04833138446883375,-0.01583981662241564,0.013755513529641038,0.0016116093387291233,0.006615469578145917,0.042432969280102414,0.0030649245753226464,0.009383376811986012,0.005524391848559387,-0.006632607467996817,0.010031281011075574,0.03341976698642632,0.011621911373401874,0.12030781447642352,0.000174461250698149,-0.005753290578691202,-0.008293521976561156,0.003930287901944044,0.0019444681807887132,-0.011444333169576158,-0.01776695400762913,0.02083414737811741
Lamoure,North Dakota,0.0,0.8888302877029051,0.8888302877029051,1.6,70263.0,41792.0,4.0,30.6,58.5,9.0,73.3,80.4,14.7,11.6,28.7,25.7,37.6,4.1,93.06640625,5.4443359375,34.9853515625,9.67414967162592,20.71149988406815,10.444202086457423,81.86180981318054,1.2092259469959548,0.4640418806394246,0.0,0.6176700741544484,2567,83.5,-0.12140762136646117,-0.006208733365064504,-0.03423543527920203,0.002519374198328185,-0.030290128129930385,-0.0009411710886678478,0.004578111311907132,0.003544313668693373,-0.004712249012804094,-0.08361405211615286,0.00010306868899016415,-0.007934613743780839,-0.012139139641566005,0.012076157472177565,-0.0011677613662271916,0.008920063803025265,-0.001034819430941696,-0.0019661413954853426,0.0009894504283549568,-0.0033772613006203436,-0.00839027681797116,0.005977113218005545,-0.10389178504739706,0.007488648869139818,-0.031772322903047594,0.027229151359044294
Bath,Virginia,0.0,1.7962474346379795,1.7962474346379795,2.0,61709.0,36110.0,6.0,35.2,84.4,7.2,81.0,81.1,21.4,18.0,44.3,29.9,40.6,3.9,96.19846951370032,2.863490496173784,56.75141940261664,129.11014347795754,129.4229031278689,67.39495268469106,205.26500500020032,0.7645010750506787,0.2021092046227265,0.6228341640562046,0.6814446303001166,286,9.3,0.014238144567685568,-0.01270433379323048,-0.0017607033271306788,0.027056114229998554,-0.007491685068471531,0.012795350301244466,-0.002471717120205862,0.009249825887467034,0.002828333046555875,0.06489989819420261,-0.00867436941569049,0.02351361950346849,0.009322198837262778,0.03314691095886758,0.01436406043140664,0.010952354596351323,0.012936871533026884,0.22625524228983532,0.0009727890201286587,0.007084976317912768,0.0717805956025646,0.017505431671365857,0.008889643531188318,0.01277586073838733,-0.04076335105485724,0.021057026468085917
Golden Valley,Montana,0.0,0.5663911876350471,0.5663911876350471,1.5,57353.0,33523.0,8.3,39.8,82.7,6.5,67.7,84.0,20.2,9.1,25.7,25.3,34.1,6.1,85.26946107784431,15.32934131736527,50.77844311377245,161.52340085072348,183.6955026046972,190.4279489592552,626.1460786433543,4.047154073230183,2.3444795898792727,0.0,3.1630477647138653,2827,91.9,-0.2917720677776972,0.007320965556154834,-0.001012315204020934,0.0004132245322776911,0.024629291528404474,0.017642975536513034,0.0025832420242454628,0.031943345335684575,-0.023686180949594876,0.10707664991910687,0.05313885442647505,0.0035583757652133436,-0.02260416399221524,-0.02277949408530558,-0.012134754626095085,0.004058127124586024,0.0176082888693772,0.053091990914760766,0.0020823706557807054,0.015705637099940994,0.05233479343113227,-0.015679842747677745,-0.6286324302365284,0.018465821442527418,-0.011384487152246655,-0.08406537644631114
Ottawa,Oklahoma,2.8064846303694657,1.6705325505845052,1.1359520797849605,3.5,48656.0,24911.0,13.7,43.7,61.8,10.3,75.2,78.8,21.6,13.9,39.0,34.1,44.0,5.3,82.65262323769274,16.224782910159476,45.22732525505992,11.263760436795296,24.757180258841185,5.063196557818447,54.51568003852972,0.2526107561018343,0.2542508154625882,0.1097215798843345,0.4947614190847135,511,16.6,0.019982204570221606,0.008810985605309614,0.015316530186276794,0.004604462082739977,0.04288283053812242,-0.03381694118250517,0.03352923159098351,-0.0006547114814634407,0.00409186034750693,0.04175596712579271,0.006406046076019824,0.013347929016492583,0.013187262801746256,0.0527966016514118,0.0044354668169537,-0.01460736840738601,-0.005008159336786068,0.14583736862963384,1.882775870145868e-05,-0.005186541839810642,-0.028710919909813355,-0.0039073370913223085,0.06324595224195657,0.008356385568497951,0.0033377892004450484,0.01199248133422183
Bannock,Idaho,1.5265486725663715,1.2019330970954138,0.32461557547095765,4.6,64080.0,32268.0,7.8,31.0,54.4,6.5,72.9,78.1,13.9,10.1,32.6,22.5,36.4,3.4,89.67035398230088,6.955752212389381,35.37278761061947,1.3420294855319488,2.50912803275342,2.1161453528869543,7.17627702333918,0.0493317791585906,0.0185130976828307,0.0,0.0440639566834389,1970,64.0,0.01786993799219627,0.0120918023289733,0.01682763504784622,0.002801358500083256,-0.024819904983725834,-0.0011433660371475975,-0.0056413603184637265,0.007561427668123913,-0.003241334148982033,-0.03789456480405021,-0.002343320888034838,-0.004947490108104458,-0.007666554174010002,-0.005475595435469966,-0.0013717541607659886,0.0014015128870475376,-0.0010991067852848234,-0.04634808782267637,0.003127884968633259,0.0034336249691244904,-0.0014975046471356883,0.0027456078909181853,0.0423627935881178,-0.004683221341692526,-0.020375016126513372,-0.008230653654152022
Lake,Tennessee,2.8359855049629745,1.237148811917153,1.5988366930458215,4.3,30500.0,16275.0,14.2,42.5,65.5,9.2,75.7,82.1,27.0,17.1,37.6,35.9,44.7,5.3,60.24893650543564,10.697967543721443,39.32566566881992,38.88937466262416,112.23146706534509,16.415986040430383,232.94537172714945,0.3135536463388548,0.859718664493427,0.0,1.5174225485711197,1848,60.1,0.014226073625368074,0.0027380998495848616,-0.09372942402608533,0.005557029469271099,0.017040575440415894,-0.0011841558363355831,0.01689421414177779,-0.011461725401431921,0.001921242226134478,0.06328078923105676,0.0012325978668698144,-0.0005386426579517731,0.022183179397368566,0.07306056620283391,0.011287362806402544,-0.11634761483793112,0.005583100222020658,0.014745862101935833,0.0008414698489461488,0.0013871303159759402,-0.020747214853764892,-0.007961668955186681,0.0467862824322438,-0.0379423422719029,-0.014330535332702595,-0.025861785778319244
Linn,Iowa,1.1835508271753752,1.1670090294174489,0.016541797757926302,3.7,76421.0,42497.0,5.3,31.6,60.0,6.0,78.3,82.6,14.1,10.1,33.5,23.3,37.3,3.0,95.51822930314624,3.80614223573188,34.250476040738604,3.207812890432609,5.594181367443279,2.259366634785179,12.511023868467673,0.048172187704978,0.0486188543822764,0.0061257838981042,0.0868657477995483,2046,66.5,0.021299783397533734,-0.025709594005595925,-0.029723365352171852,0.0021827989140741255,-0.02299973061729321,-0.00763919206414425,-0.0010397468157274956,-0.0067592521698422265,0.00033933474481348113,-0.039283574048177575,-0.0010845341335286897,-0.00334464597938699,-0.007768738262932057,0.006453967489358879,-0.0017100134110523736,0.0032483371198289233,0.0051956372331358035,-0.026655260280609046,0.00594806362393174,0.0002112967737424549,-0.00095561655757968,0.00016848144879471683,0.044582047989588675,0.00022182894010527876,-0.014696011067067529,-0.0019616201829093746
Charleston,South Carolina,1.4421479521263434,0.7643155269842914,0.677832425142052,3.6,84320.0,54769.0,6.4,32.2,63.6,5.0,77.8,84.7,9.6,10.6,28.6,17.8,28.7,2.8,87.48795264476267,8.589027893309328,29.253924079864834,1.828951786625538,3.063665951875932,1.944143121703872,6.6001229650568405,0.0,0.0023564509021672,0.0041515130180924,0.0241616047082281,2699,87.7,0.026210371051951058,-0.023081278825114047,-0.06763727122535916,0.0013300700635842208,-0.01926928692630838,-0.005280151486161033,-0.00707578100065646,-0.0069680175874288685,-0.001257595111012571,-0.10583472932816755,-0.004612242083186643,-0.003861273563786575,-0.00887795875455704,-0.09236434254223881,-0.0008364434602348858,0.00047382875127753945,-0.004026642273631316,-0.19256574822656708,0.0058029285102353416,0.0011733684580868791,-0.0033239626948052166,0.004050501655072911,0.036680187590859524,-0.011246219025018876,-0.01068212841802471,-0.011093003255076651
